income,credit_history,debt_to_income_ratio,age,target
34408.73712669159,excellent,0.2689597982357401,37,low
24551.799686519837,excellent,0.25631437089401377,52,low
27732.783314638953,excellent,0.7457760916619556,64,high
27682.750337466347,good,0.6015201577628471,19,high
29114.16161073766,excellent,0.6975720795900534,47,high
28329.63035896461,good,0.7273873401693605,51,high
58452.484688192875,good,0.5430634112289934,39,high
30912.80506394869,good,0.5104678110530247,20,high
40740.03699943179,poor,0.45825644619259415,23,low
73807.3045943607,good,0.39016795267467164,32,low
48437.69841577234,good,0.4607575765152271,44,low
60053.46431126163,poor,0.6643277934380939,27,high
30339.19227209779,poor,0.5611540586090791,26,high
31537.341128520246,poor,0.7355139739729077,50,high
22452.11697598873,excellent,0.4660280086275127,49,low
30136.103784329873,poor,0.5642537472312525,23,high
36715.42034191752,poor,0.5787845318551933,58,high
30620.62905660481,good,0.5550182973837954,53,high
25322.152025423336,poor,0.6215802638513099,19,high
27238.15226603605,excellent,0.3424600810248838,46,low
47646.72608196354,poor,0.5074182665274745,21,high
32380.02310434755,excellent,0.2625348816850086,18,low
41856.19166288453,poor,0.4307067965868876,36,low
50205.036251291414,poor,0.4926002411727587,43,low
61423.68971776192,poor,0.5913345557272836,42,high
22358.728390465934,poor,0.7703186315517223,27,high
67964.62393454256,excellent,0.5603906399290136,32,high
57674.023369454466,excellent,0.6461563497059359,39,high
24905.541916932314,good,0.5037596356971217,38,high
72414.71744640663,excellent,0.5804624188257989,39,high
75252.34403190878,poor,0.24255932968026409,53,low
23664.677591291824,good,0.35263494850510824,51,low
36612.65888883222,good,0.41711185592308325,47,low
68372.07678758368,good,0.4834960130039082,42,low
64895.5814230195,poor,0.22738924730143026,62,low
31071.261161382638,excellent,0.28401445853199064,45,low
32560.95940020262,poor,0.3660885846747835,18,low
42228.32616748292,good,0.7829196145406305,62,high
49071.37911146128,poor,0.3988082042618305,21,low
57095.286291817756,poor,0.4892246348672496,24,low
42134.81837418635,excellent,0.31765862764303576,26,low
47752.08296798887,excellent,0.566468042645461,53,high
64848.25628802539,good,0.3684099293095846,36,low
22200.992173435872,poor,0.3241955470630561,18,low
35146.21666064124,poor,0.5099435770675875,27,high
62800.975153073145,excellent,0.2033034794962525,53,low
73712.41026123197,poor,0.2045984195895352,26,low
50700.64652693996,poor,0.33144128546111473,62,low
51926.809115918935,poor,0.2220328175004927,63,low
26430.32068038656,excellent,0.26481545247841487,59,low
46844.74200940728,good,0.403316389603251,49,low
51957.035987301395,good,0.6815514077478878,49,high
34548.23021808378,poor,0.5432291860215805,23,high
36154.593856962856,good,0.5076006355738498,55,high
42637.04978627736,excellent,0.376093293924873,34,low
21204.27186666358,excellent,0.7590522316596899,27,high
39324.7499349907,good,0.43820902474231505,44,low
32686.88041979268,good,0.2522556600774629,52,low
39649.841130674875,poor,0.5702399096706808,38,high
27185.727909155074,good,0.26830303608596084,42,low
73431.6368443937,poor,0.4071338856810153,45,low
55615.54721324292,poor,0.5044471632306854,64,high
60746.139148669376,excellent,0.7245335148111056,32,high
67350.27431644031,excellent,0.49612794820407125,21,low
49906.531935743435,excellent,0.6213552596189986,46,high
25215.21728524542,excellent,0.7956901033994423,26,high
52226.39250911286,good,0.278893471938789,44,low
55210.46708125275,excellent,0.36483891531171175,43,low
64726.368451059796,good,0.4367456453585879,36,low
45899.57277378076,excellent,0.45309690712329886,45,low
27654.818167733825,good,0.4466126451593275,34,low
37026.55434792347,poor,0.744566601533933,60,high
41784.93778391811,good,0.6284195866801139,58,high
58755.03447989607,good,0.5647431284544223,59,high
54246.69828013471,excellent,0.38562363071766925,37,low
41365.80355387078,good,0.6942742305327769,62,high
79190.91492757878,poor,0.7730363068909936,57,high
56346.48916141323,poor,0.692718969530136,56,high
34233.60750415967,excellent,0.20093906311488374,40,low
26106.948357224224,poor,0.5818408221100443,64,high
29171.548351059922,good,0.23068122886526046,49,low
34757.46370307049,poor,0.35456433220023315,64,low
29640.88239557334,excellent,0.23571482020866302,50,low
31194.021443078345,good,0.5622772717696327,63,high
37105.71012163082,excellent,0.6119539480955641,22,high
30402.41571768529,good,0.2686925828395431,60,low
73805.92547758551,poor,0.4303033298269877,51,low
24814.024739698532,excellent,0.4737419053733253,57,low
51470.68337421528,excellent,0.42143181305655,28,low
44623.809619379696,good,0.27261500029111585,20,low
78942.71701451638,excellent,0.45136867411248527,50,low
26722.33413008314,good,0.650706828685051,28,high
43871.335942744496,good,0.2426045987199533,33,low
78168.22599652213,good,0.2481080084491421,35,low
71930.42755363882,good,0.4128627751015906,47,low
69024.3242569568,poor,0.7650354269713551,27,high
35474.16962269639,good,0.6011435880337486,35,high
30253.25524340395,excellent,0.6072019740035389,55,high
60118.59319546586,poor,0.417151994502719,36,low
75762.55934765514,excellent,0.5561964747251231,53,high
53405.77358083579,poor,0.20607871041664605,30,low
54296.76136819399,good,0.5816576278457254,63,high
36798.74561961705,poor,0.7479721685457421,20,high
66169.5759915162,poor,0.5675440810068916,27,high
31222.6249134514,excellent,0.724219156079807,55,high
39420.75418425462,excellent,0.6343838332796563,18,high
45526.18631698501,good,0.2723350498422142,44,low
50456.6227210673,poor,0.7414719843715052,63,high
34544.583944904814,poor,0.23986630661346495,25,low
26890.209484352214,poor,0.5203804835286583,63,high
56637.20254649795,good,0.2852822742760746,59,low
37317.83319441535,good,0.20702396643854246,34,low
54874.29328535674,good,0.45322055607658346,26,low
29261.76291645214,good,0.37702442459249375,23,low
48868.40611128905,good,0.4916002962785619,60,low
51955.365953095155,excellent,0.5463199320407306,42,high
23109.412209345614,poor,0.22624344338536842,56,low
40196.25669163524,poor,0.2738019770742474,45,low
28064.880616338454,poor,0.5351854378702552,50,high
23802.498228366065,poor,0.40590041190359494,54,low
79397.61394339672,poor,0.6375040925296689,26,high
39341.23069848338,poor,0.5913749891551638,35,high
68592.46675127809,poor,0.7073626177939443,38,high
35278.43928582583,poor,0.6154956960015352,19,high
60890.163333435754,excellent,0.4579586464340889,60,low
65613.6715933812,poor,0.6037799734366596,55,high
55738.324436470655,excellent,0.3652287045532512,57,low
48294.5713130095,good,0.38378809926692764,53,low
44710.45484883611,poor,0.673391095952476,60,high
40932.09599257972,good,0.46785170984094937,54,low
75771.74865486956,good,0.6790282043110116,32,high
69837.16446726375,good,0.6934534242009671,45,high
77901.61463999076,excellent,0.7145374025967703,35,high
27457.833409132683,good,0.7499811415047244,51,high
63852.04851221866,good,0.45859113230797777,39,low
76300.42740926228,good,0.39132009099268333,28,low
30873.98396993961,poor,0.5493192479564684,30,high
23989.776042006648,poor,0.4227034540625766,21,low
64467.23895740354,excellent,0.5606445000801399,39,high
54468.38679079471,excellent,0.6233515175862949,24,high
70509.72660549633,poor,0.6130430110952823,60,high
28386.34259757737,excellent,0.42473173221207283,41,low
67716.03871159341,poor,0.3001161210192517,21,low
32097.639202864673,good,0.45831760307732455,45,low
29819.35657194227,good,0.2855564864491453,32,low
29855.947875859576,excellent,0.7340582211102851,18,high
68874.48321388292,poor,0.4075264764427145,20,low
59911.83324177201,poor,0.2926758483339943,31,low
51383.925486147156,excellent,0.21526865594345054,55,low
41529.82904741015,poor,0.5874934317718906,18,high
72632.0324487865,good,0.5821413904728461,55,high
43546.706445358126,excellent,0.40436249994877504,55,low
68995.96636829463,excellent,0.24302713330859063,38,low
46348.09451421311,poor,0.4457773369371393,46,low
42616.66576549446,excellent,0.3867304970380362,22,low
47760.787140176384,poor,0.6062723838410057,27,high
38082.67244984853,poor,0.5634675496716143,45,high
64856.562810575066,poor,0.41875623691852404,38,low
50163.22340554875,poor,0.3307355325529941,24,low
33932.76170880904,poor,0.7928215796933553,20,high
73974.4743964741,excellent,0.47240097271766895,62,low
43033.47328239269,good,0.6129645414681424,64,high
52613.17166683932,good,0.28433178054701647,37,low
74388.32665787282,excellent,0.49135381979563875,36,low
57454.279754839525,excellent,0.2165220319216793,52,low
27013.882442501843,good,0.50327307074627,21,high
76389.92741680851,good,0.7784104442706214,22,high
57662.48318428507,good,0.4305240277914802,18,low
40094.33687942517,good,0.22339760754494697,21,low
28356.324359803235,good,0.21857347455160614,29,low
67641.51135621776,poor,0.43279205596812176,44,low
57204.36535571081,excellent,0.2960149618779164,59,low
52007.66551857929,poor,0.21401125779691155,40,low
73633.55498305746,good,0.6537281683701062,42,high
67315.83267347184,good,0.47511380532913444,38,low
29100.49278396507,good,0.37354686318359276,41,low
38703.324067732894,poor,0.7400499098098885,42,high
34909.34838886795,poor,0.2696833761203154,62,low
64636.77755436062,good,0.7735512973731917,63,high
22011.946084146763,poor,0.3883800304264117,49,low
54193.38109227899,poor,0.7330422033852089,49,high
65747.52114444143,good,0.5617657258876769,22,high
72605.93820570497,poor,0.6960244158448925,53,high
40524.90492295445,excellent,0.7904078979262787,63,high
69275.43828032077,excellent,0.37304326269124743,59,low
26637.904217312433,excellent,0.776681291244556,59,high
70787.13750407108,excellent,0.4336891369414523,56,low
27649.319739918945,good,0.43130714284215343,33,low
43837.23743362204,good,0.40423226255270345,50,low
67837.7219467732,good,0.5248445644085511,38,high
28995.045640926426,excellent,0.2924870259070923,26,low
33755.08371395849,excellent,0.5322268912148067,23,high
63335.15410358398,poor,0.5250228874460025,62,high
63202.19219276446,poor,0.657141087562922,52,high
58468.85797311784,excellent,0.7001899771625515,56,high
61636.906668026,excellent,0.46426481018745447,39,low
52563.46660085577,excellent,0.3813999496108963,58,low
35107.943534417165,excellent,0.35560093839025675,22,low
40741.75961023517,poor,0.31677430202292317,59,low
30895.86300808554,excellent,0.23458854931941495,40,low
74507.0336800177,poor,0.405468787300828,34,low
55003.507685967226,excellent,0.36214861527847,29,low
44051.08500581839,excellent,0.7798504315198445,40,high
47720.34821864796,excellent,0.5346252957500264,33,high
76837.00037670892,poor,0.4083662234183046,20,low
29201.084186964814,poor,0.5482805605962177,47,high
55173.78992100783,good,0.28351802080741734,39,low
50353.32073306796,excellent,0.4664262495213218,26,low
56687.25412607887,good,0.5757405928526383,46,high
21086.61102925043,good,0.4933386990754709,64,low
72327.43453664909,poor,0.4410672803925946,54,low
75927.09694901673,poor,0.7963090333398191,40,high
53907.991015352534,good,0.7281888572893562,30,high
61799.04943261354,excellent,0.5740435748956642,49,high
75349.96287063774,poor,0.5416264167093697,63,high
62434.31805880392,excellent,0.5723962878947505,64,high
29152.34257485568,excellent,0.32078726469346,40,low
54577.30161000879,good,0.4370826459585912,62,low
56402.90278297135,good,0.2236757197345396,34,low
45447.840278143165,good,0.48532762249209604,57,low
64186.65413748337,good,0.525814750374598,38,high
76062.02088614089,poor,0.3366498416619258,19,low
75534.11077440658,poor,0.7784173082993084,54,high
47050.36228424792,good,0.7456727665623453,23,high
26794.282750445316,poor,0.6332859412735437,61,high
79090.47193774008,good,0.5200319772592177,35,high
70333.88518675604,excellent,0.721981495788611,47,high
27479.76087219601,excellent,0.27839140629407777,39,low
75250.51295704235,excellent,0.674305876564931,50,high
72193.7817237277,good,0.274892488380109,47,low
51130.283427564325,excellent,0.6765263975296434,34,high
55476.52614469575,poor,0.3654605409508142,60,low
43940.16223220782,excellent,0.7262543486109134,49,high
23285.69832932188,excellent,0.7664252562952387,59,high
40111.834498754055,excellent,0.2892775816430694,31,low
68171.20691588068,poor,0.4776053630392362,27,low
20277.921380276173,good,0.7885924268976112,64,high
40009.95030146865,poor,0.49004446158388804,53,low
43890.1216154566,good,0.7181285135087272,51,high
52243.73617627537,good,0.553238913278792,26,high
75191.33698476563,excellent,0.42519794475176115,59,low
40780.75966195768,good,0.37147013331552214,45,low
40817.192113773664,poor,0.32193385465165236,28,low
64250.0748865849,poor,0.6570789148266184,31,high
47133.07645338843,good,0.43192430409381677,56,low
33476.28937639892,excellent,0.5067652773204507,64,high
47146.3709679616,excellent,0.4953952880007092,36,low
28451.42122278799,poor,0.5463674175398788,32,high
30583.2191903734,excellent,0.7193462873747314,45,high
49902.06636436879,good,0.7884436061500577,41,high
45135.52697027287,good,0.4445505251442902,25,low
74890.75406408601,poor,0.6965113532637819,60,high
41743.63394699799,good,0.6587166767928307,26,high
54835.301016682606,poor,0.544117370873344,64,high
57935.857275171824,good,0.77362828616716,50,high
20785.667395300017,poor,0.32028470931704167,50,low
59812.24232100264,excellent,0.26555852618577286,36,low
30682.158012185086,good,0.7123771801732535,20,high
77664.21904816732,good,0.46348988998024904,27,low
28919.76366518678,poor,0.7081813125242364,57,high
44877.44742362142,poor,0.7358541231172491,64,high
25120.98008471863,good,0.23747455617144286,59,low
79812.45511075684,poor,0.7300788577916366,18,high
50131.70061987455,good,0.4689914332216534,46,low
55723.10103920263,excellent,0.5062594934025394,51,high
24024.588643305648,poor,0.5759555066559262,30,high
64997.62822395067,good,0.7558295640380521,18,high
32594.335585735145,excellent,0.21146965665785844,51,low
73883.25736644282,excellent,0.4861060809906903,46,low
32308.37842892043,good,0.6126332254583364,64,high
31441.263239819993,poor,0.6336241746189372,30,high
22192.980070885693,good,0.6155194589222648,46,high
48324.016706599956,excellent,0.28066107764487314,56,low
53890.46799575698,good,0.3796373530230088,41,low
23942.518365701144,poor,0.4152293152502081,43,low
66531.65700170063,excellent,0.682662324607703,34,high
47197.33008488166,good,0.3672559234487318,24,low
51463.41615965481,poor,0.32642297832032197,30,low
46445.76481629369,excellent,0.7744688114228577,22,high
44045.78365251956,poor,0.20531797106808136,43,low
53578.41987849307,excellent,0.7986925134091871,20,high
29314.41475584275,good,0.6060927793144375,24,high
30915.68782971627,poor,0.6970815796694703,56,high
71707.13726081104,excellent,0.37677163780771594,18,low
76766.92772801797,poor,0.208589166600236,34,low
42398.55897678518,poor,0.6427217111369181,60,high
36244.680388613226,good,0.7004867582004055,42,high
58639.97259434094,poor,0.6442856791721115,20,high
44524.05026588579,excellent,0.28571017238050317,32,low
21523.181339620693,excellent,0.6520567533541815,46,high
29369.15584197142,excellent,0.6613536692645847,60,high
62958.33373084385,excellent,0.595124309402033,49,high
59535.43651460908,good,0.6596695596773519,43,high
21625.759550209008,poor,0.7075528638066393,33,high
33318.329715976965,good,0.5681624685424751,42,high
33864.48779528428,poor,0.2531628283818075,45,low
60313.56461592371,poor,0.4925766858003266,26,low
21182.632265261847,poor,0.24658960080296305,18,low
26246.51491907443,good,0.44452581861945856,46,low
67994.96512239135,poor,0.44426389347537665,39,low
30712.679723260015,good,0.23960590648414498,33,low
59164.76647111248,excellent,0.4092923203816876,58,low
34290.96686280359,excellent,0.26659885927478894,61,low
25966.48356556071,poor,0.6849411260055334,58,high
34590.331459967245,good,0.7686128155786827,24,high
63336.01591133955,excellent,0.24338988515476317,31,low
71341.78808637714,good,0.773069124375021,46,high
69813.1918740195,good,0.5135459596020471,36,high
43831.01177710729,poor,0.3797394067723244,36,low
60085.10819423877,excellent,0.24611724516569813,19,low
32299.057724949256,poor,0.5003745608422507,58,high
37588.86381566079,poor,0.6767093266944493,62,high
73780.14911126718,excellent,0.624251886360019,32,high
20780.11541064416,excellent,0.23013560687838427,20,low
25130.511851268086,good,0.24374110122074213,28,low
32473.175308761638,excellent,0.4417239695795823,63,low
21591.932232429182,good,0.377174296428766,47,low
30886.12610538784,good,0.3394305938336287,57,low
54982.49365818153,good,0.36860269934522816,35,low
45285.473035549876,excellent,0.6820896459781309,19,high
73560.30266461849,poor,0.7575368321791125,49,high
69046.61370430645,good,0.4430616167165399,25,low
40509.04110187256,poor,0.7436666012794984,39,high
35565.40600587755,poor,0.39289742074872924,23,low
42781.544490036016,excellent,0.48586219180627505,29,low
55417.69655088847,poor,0.33561739868959983,64,low
36083.81844937257,poor,0.5842856253055064,57,high
57448.93447094804,excellent,0.7873886691048855,53,high
44564.69913147442,good,0.5620958576260273,32,high
53122.830851118815,poor,0.41468845046812935,45,low
46167.591748119,excellent,0.5886904675943171,62,high
37667.94557251506,poor,0.27375240707923254,35,low
76907.1984177294,poor,0.7331954481592393,19,high
65816.34764958566,good,0.5018503704679018,30,high
28406.790545987154,poor,0.4696098452237853,62,low
72108.07855387477,excellent,0.5515188730721116,32,high
49245.87189497082,poor,0.5748703176736416,37,high
73673.13361364548,good,0.24306548373590783,46,low
67991.31535683891,good,0.6095703327340415,59,high
45512.810268154004,excellent,0.3451590081893178,46,low
21348.158499207042,good,0.628371579503954,20,high
36120.64156309677,poor,0.6935208766305181,36,high
52498.052879652016,good,0.6823751045315123,20,high
58008.69318956884,excellent,0.5315005804447335,31,high
35473.26112599214,good,0.5121019353864508,57,high
28361.36444436945,good,0.2857255768036471,21,low
70095.81420795794,good,0.6652076902418814,28,high
79064.13084221313,excellent,0.3628456282680287,48,low
51541.41093816115,good,0.498017253690768,60,low
30300.757150898207,good,0.3705644557565101,49,low
36338.43959116214,poor,0.2802970177998159,44,low
21103.440592848005,excellent,0.577734618135042,47,high
74857.92839362993,good,0.2325992208937423,60,low
27065.06497340847,excellent,0.6491871404757201,19,high
54590.98853085521,good,0.39055207715667006,26,low
36443.31324123236,good,0.20008081580269121,45,low
53250.680150947606,good,0.506677483542338,48,high
59085.22330111185,poor,0.2281111451165619,51,low
69784.50822243211,poor,0.36570173469253975,32,low
32385.276305636195,poor,0.6241858924734298,42,high
20659.74971950883,excellent,0.23761377297311953,53,low
28213.137804128437,excellent,0.7036030954136014,25,high
74001.1185108863,poor,0.20229195359514987,26,low
72433.40465375091,excellent,0.3480943215211414,54,low
55844.7861302185,good,0.6445424336912429,62,high
56031.0116260192,good,0.3897620898375841,56,low
59902.20047277533,good,0.26113543283960816,49,low
30522.276717406974,poor,0.4161403512802568,34,low
74864.71675549759,excellent,0.3622359718307153,52,low
45126.23149352439,poor,0.7056271412963331,54,high
42988.311694969845,excellent,0.3880087505510859,36,low
51135.06231697025,good,0.6733594830656044,61,high
22817.958006503304,poor,0.735123286886441,46,high
29977.002125364765,excellent,0.46029045174591776,24,low
64282.016985582224,excellent,0.7459658863126353,45,high
24967.920075507587,good,0.42639083237791575,26,low
56189.126567983294,poor,0.778447049894065,45,high
34720.94658087926,poor,0.2535737147153438,23,low
43357.73684251859,poor,0.6122115599019458,46,high
37321.62420624199,good,0.49628842427415726,34,low
41340.36298789695,poor,0.4325892832733883,33,low
63142.75431105473,good,0.5796271272491607,40,high
37827.3029373905,good,0.6223142549805988,48,high
53984.27841781383,good,0.20261796179018546,20,low
48563.024131945975,excellent,0.30017185324831924,38,low
59820.26992175889,poor,0.6278276303805913,43,high
76209.78435948548,poor,0.5998312481469239,53,high
63954.32583261502,good,0.7796285030772063,59,high
32896.422715445406,good,0.6566226741504699,54,high
21870.988103677082,poor,0.770463624638803,39,high
35735.8426579895,good,0.6215243009208842,59,high
55704.67584201529,poor,0.3788313251836659,29,low
23085.54880905502,excellent,0.26321895335051393,59,low
49781.97483207418,good,0.6690943180069615,30,high
55810.570935013355,poor,0.5864895328855496,28,high
40054.63344901765,good,0.22891160743597774,33,low
66254.73222474931,poor,0.416030279540587,25,low
26395.89518802631,poor,0.7740798892905718,57,high
24508.266904148528,good,0.5002406874261207,57,high
63691.325372216204,excellent,0.45963748161182283,62,low
49729.47897237191,poor,0.47461976309557646,19,low
61304.143785664164,poor,0.32532963440309826,47,low
46089.64031622477,poor,0.42122430251887716,47,low
34784.12199434641,excellent,0.421887953592306,29,low
69146.13906045198,excellent,0.23141301211248344,27,low
67964.95273813876,good,0.6605405771107511,61,high
61681.78825126561,excellent,0.4499026591423274,28,low
36328.70823379776,good,0.6933079320898541,32,high
55413.84001214523,good,0.7102088006719374,33,high
41658.43381640161,excellent,0.32719643281919486,34,low
25494.92439959805,good,0.5944120893020772,43,high
75038.81452773456,excellent,0.4833690824977891,19,low
28209.117855137683,good,0.7280940427528912,29,high
77014.24122924815,excellent,0.3294444075058725,43,low
46760.34637747734,excellent,0.6066879201860266,40,high
